name|site|description
PUNTO DE PARTIDA|undefined| PUNTO DE PARTIDA PUNTO DE PARTIDA Av. Francisco Morazán No.284 - Esq. Calle 55. Col. Ignacio Zaragoza C. P. 15000 Ciudad: Del. Venustiano Carranza , México, D.F. Mapa no disponible Enviar correo Tel: (55) 5638-0545 
QUALITY MAYORISTA DE VIAJES|http://www.qualitymayorista.com| QUALITY MAYORISTA DE VIAJES www.qualitymayorista.com QUALITY MAYORISTA DE VIAJES Ofrece programas de viaje a Cuba, el Caribe, Centro y Sudamérica, la Patagonia. Saltillo No.137 Col. Hipódromo de la Condesa C. P. 06100 Ciudad: Del. Cuauhtémoc , México, D.F. Ver mapa Enviar correo Tel: (55) 5564-6889 Res. Nacionales Tel: Lada MEX 800 024-6889 
QUATTRO, AGENCIA DE VIAJES|javascript:void(0);| QUATTRO, AGENCIA DE VIAJES QUATTRO, AGENCIA DE VIAJES, S.A. DE C.V. Av. Insurgentes Sur No.1706 Col. Florida C. P. 01030 Ciudad: Del. Álvaro Obregón , México, D.F. Ver mapa Enviar correo Tel: (55) 5563-5766 
QUETZAL VIAJES|http://www.quetzalviajes.com.mx| QUETZAL VIAJES www.quetzalviajes.com.mx QUETZAL AGENCIA DE VIAJES Calle La Carolina No.4 - 2o. Piso. Col. Industrial C. P. 07800 Ciudad: Del. Gustavo A. Madero , México, D.F. Mapa no disponible Enviar correo Tel: (55) 5889-8969 
QUIMBAYA TOURS|undefined| QUIMBAYA TOURS QUIMBAYA TOURS INTERNATIONAL MÉXICO, S.A. DE C.V. Carolina No.98 - Desp. 501 Col. Ciudad de los Deportes C. P. 03710 Ciudad: Del. Benito Juárez , México, D.F. Mapa no disponible Enviar correo Tel: (55) 5598-6537 Tel: 5615-4140 Tel: 5615-7480 Fax: 5615-9859 
QUINTO SOL TURISMO|http://www.quinto-sol.com.mx| QUINTO SOL TURISMO www.quinto-sol.com.mx QUINTO SOL TURISMO ECOLÓGICO MEXICANO Presa las Pilas No.37 - Int. 1 Col. Irrigación C. P. 11500 Ciudad: Del. Miguel Hidalgo , México, D.F. Mapa no disponible Enviar correo Tel: (55) 5395-5252 Fax: (55) 5395-8431 Res. Nacionales Tel: Lada MEX 800 696-8434 
R.A.S. INTERNATIONAL TOURS|javascript:void(0);| R.A.S. INTERNATIONAL TOURS R.A.S. INTERNATIONAL TOURS S.A. DE C.V. Horacio No.1605 - Desp. 902 Col. Polanco C. P. 11560 Ciudad: Del. Miguel Hidalgo , México, D.F. Ver mapa Enviar correo Tel: (55) 5281-6696 Fax: 5281-6697 
RAM PANOR&#xC1;MICO|http://www.panoramico.com.mx| RAM PANORÁMICO www.panoramico.com.mx RAM PANORÁMICO, S.A. DE C.V. Transportación Turística y Agencia de Viajes Av. Insurgentes Norte No.18 - A Col. Santa María La Ribera C. P. 06400 Ciudad: Del. Cuauhtémoc , México, D.F. Ver mapa Enviar correo Tel: (55) 5541-1327 Tel: (55) 5547-0554 Fax: (55) 5541-2216 Correo: ventas@panoramico.com.mx 
RAMS&#xC9;S VIAJES|undefined| RAMSÉS VIAJES RAMSÉS VIAJES Y SERVICIOS Florales No.22 - Int. 204. Col. Granjas Coapa C. P. 14330 Ciudad: Del. Tlalpan , México, D.F. Mapa no disponible Enviar correo Tel: (55) 4756-0833 
RCI GROUP|http://www.rcitravel.com.mx| RCI GROUP www.rcitravel.com.mx RCI TRAVEL MÉXICO Horacio No.1855 - P.H. Col. Los Morales Polanco C. P. 11510 Ciudad: Del. Miguel Hidalgo , México, D.F. Mapa no disponible Tel: (55) 5283-1177 
RECEPTUR|http://www.receptur.com.mx| RECEPTUR www.receptur.com.mx RECEPTUR, MUNDO MÁGICO TURÍSTICO Dr. José Ma. Vértiz No.1201 - Entre Matías Romero y Pilares. Col. Letrán Valle C. P. 03650 Ciudad: Del. Benito Juárez , México, D.F. Ver mapa Enviar correo Tel: (55) 5256-2050 Fax: (55) 5525-8694 
RECONDO VIAJES|undefined| RECONDO VIAJES RECONDO VIAJES, S.A. DE C.V. Fuego No.134 Col. Pedregal de San Ángel C. P. 01900 Ciudad: Del. Álvaro Obregón , México, D.F. Mapa no disponible Enviar correo Tel: (55) 5652-3528 Tel: 5652-3614 Tel: 5652-3508 Tel: 5652-3601 Fax: 5568-7495 
RECUERDOS DE VIAJE|undefined| RECUERDOS DE VIAJE RECUERDOS DE VIAJE Retorno 12 Dr. Nicolás León No.6 Col. Jardín Balbuena C. P. 15900 Ciudad: Del. Venustiano Carranza , México, D.F. Mapa no disponible Enviar correo Tel: (55) 8995-0498/0499 Correo: recuerdosdeviaje@yahoo.com.mx 
REDCA VIAJES|http://www.redcacursos.com.mx| REDCA VIAJES www.redcacursos.com.mx REDCA CURSOS Y SISTEMAS, S.A. DE C.V. Ofrece programas de viaje a escuelas de idiomas y campamentos en el extranjero. Av. Insurgentes Sur No.1377 - Local I. Edificio Marflo. Col. Insurgentes Mixcoac C. P. 03920 Ciudad: Del. Benito Juárez , México, D.F. Ver mapa Enviar correo Tel: (55) 5611-4020/4749 
REPHOMEX|undefined| REPHOMEX REPHOMEX SERVICIOS TURÍSTICOS Zaragoza No.171 - Int. 6. Col. Buenavista C. P. 06350 Ciudad: Del. Cuauhtémoc , México, D.F. Mapa no disponible Enviar correo Tel: (55) 5772-2236 
REPRESENTACIONES MAR&#xCD;TIMAS|http://www.viajesrm.com.mx| REPRESENTACIONES MARÍTIMAS www.viajesrm.com.mx REPRESENTACIONES MARÍTIMAS, S.A. DE C.V. Frontera No.67 Col. Tizapán San Ángel C. P. 01090 Ciudad: Del. Álvaro Obregón , México, D.F. Mapa no disponible Enviar correo Tel: (55) 5550-2000 Fax: (55) 5089-2299 Conmutador Tel: (55) 5616-4923/4933 
REPRESENTACIONES Y SERVICIOS - M&#xC9;XICO, D.F.|javascript:void(0);| REPRESENTACIONES Y SERVICIOS - MÉXICO, D.F. REPRESENTACIONES Y SERVICIOS San Luis Potosí No.184 - Int. 5. Col. Roma Norte C. P. 06700 Ciudad: Del. Cuauhtémoc , México, D.F. Ver mapa Enviar correo Tel: (55) 5584-2433/2434 Fax: (55) 5584-0581 
RESERVAS CENTER.COM|undefined| RESERVAS CENTER.COM RESERVAS CENTER.COM Liverpool No.46 Col. Juárez C. P. 06600 Ciudad: Del. Cuauhtémoc , México, D.F. Mapa no disponible Enviar correo Tel: (55) 5535-0084, 5705-3752 Correo: reservas@reservacenter.com 
R&#xCD;O Y MONTA&#xD1;A EXPEDICIONES|http://www.rioymontana.com| RÍO Y MONTAÑA EXPEDICIONES www.rioymontana.com RÍO Y MONTAÑA EXPEDICIONES Oficina de Ventas en México, D.F. Guillermo González Camarena No.500 PB. Col. Centro Sta. Fe C. P. 01210 Ciudad: Del. Álvaro Obregón , México, D.F. Mapa no disponible Tel: (55) 5292-5032 
RMS TOURS|http://www.rmstours.com| RMS TOURS www.rmstours.com Hay 1 sucursales más de RMS TOURS: Guadalajara, Jalisco RMS TOURS, S.A. DE C.V. Operadora Mayorista - Sucursal en México, D.F. Tehuantepec No.238 - Int. 2 Col. Roma Sur C. P. 06760 Ciudad: Del. Cuauhtémoc , México, D.F. Mapa no disponible Tel: (55) 5264-4455 
ROBLEDA VIAJES OPERADORA|http://www.robledaviajes.com| ROBLEDA VIAJES OPERADORA www.robledaviajes.com ROBLEDA VIAJES OPERADORA Razón Social: Jagui Business, S.A. de C.V. Ofrece programas a Centro y Sudamérica, China, Japón, Viajes Exóticos, de Enología, Culturales, de Cacería, de Golf, de Pesca, a Spas, cruceros y el mundo. Av. Xola No.1004 - Esq. Heriberto Frías Col. Del Valle Centro C. P. 03100 Ciudad: Del. Benito Juárez , México, D.F. Mapa no disponible Enviar correo Tel: (55) 5536-5554 Fax: Ext. 109 Tel: (55) 5536-8182 Tel: Lada MEX 800 044-6505 Correo: operaciones@robledaviajes.com 
ROMFEL TRAVEL SERVICE|http://www.romfel.com| ROMFEL TRAVEL SERVICE www.romfel.com ROMFEL TRAVEL SERVICE, S.A. Av. Ejército Nacional No.436 - 1er. Piso. Col. Polanco C. P. 11570 Ciudad: Del. Miguel Hidalgo , México, D.F. Mapa no disponible Enviar correo Tel: (55) 5531-5907 al 11 Fax: (55) 5531-5905 
ROMTUR OPERADORA|http://www.romturoperadora.com| ROMTUR OPERADORA www.romturoperadora.com ROMTUR OPERADORA, S.A. DE C.V. Antonio Solís No.151 - A Col. Obrera C. P. 06800 Ciudad: Del. Cuauhtémoc , México, D.F. Ofrece programas de viaje terrestres y aéreos en México. Mapa no disponible Enviar correo Tel: (55) 4167-0286, 5538-8820 Correo: reservacionesromtur@hotmail.com 
ROSAS TRAVEL|undefined| ROSAS TRAVEL ROSAS TRAVEL Calz. San Juan de Aragón No.259 - Local D - 3. Col. Granjas Modernas C. P. 07460 Ciudad: Del. Gustavo A. Madero , México, D.F. Mapa no disponible Enviar correo Tel: (55) 5577-9644, 5737-1334 
ROYAL HOLIDAY TRAVEL|http://www.royal-holiday.com.mx| ROYAL HOLIDAY TRAVEL www.royal-holiday.com.mx ROYAL HOLIDAY TRAVEL México, D. F. - Centro de Servicio. Es un Club de Viajes que, por medio de una membresía, ofrece viajes con descuentos y promociones. Av. Insurgentes Sur No.1999 - 1er. Piso. Col. Guadalupe Inn C. P. 01020 Ciudad: Del. Álvaro Obregón , México, D.F. Ver mapa Enviar correo Tel: (55) 5627-8800 
ROYAL TOURS|http://www.royaltours.com.mx| ROYAL TOURS www.royaltours.com.mx ROYAL TOURS, S.A. DE C.V. Av. Veracruz No.69 Col. Condesa C. P. 06140 Ciudad: Del. Cuauhtémoc , México, D.F. Ver mapa Enviar correo Tel: (55) 5256-2026/3175 Tel: (55) 5256-4892 
RT VIAJES|undefined| RT VIAJES RT VIAJES Calle Estado de Zacatecas No.47 Col. La Providencia C. P. 07550 Ciudad: Del. Gustavo A. Madero , México, D.F. Mapa no disponible Enviar correo Tel: (55) 5855-9159, 5780-9174 
RTH SERVICIOS DE VIAJE|javascript:void(0);| RTH SERVICIOS DE VIAJE RTH SERVICIOS DE VIAJE, S.A. DE C.V. Camino Viejo a San Pedro Mártir No.31 Col. La Joya C. P. 14090 Ciudad: Del. Tlalpan , México, D.F. Ver mapa Enviar correo Tel: (55) 5573-2676/2780 Correo: ventas@rthviajes.com.mx 
RUMBOS TUR&#xCD;STICOS|undefined| RUMBOS TURÍSTICOS RUMBOS TURÍSTICOS, S.A. DE C.V. Loma del Parque No.134 Col. Lomas de Vista Hermosa C. P. 05100 Ciudad: Del. Cuajimalpa , México, D.F. Mapa no disponible Enviar correo Tel: (55) 1250-3082, 5570-0785 
RUSSIAN INTERNATIONAL TOURS|http://www.russian.com.mx| RUSSIAN INTERNATIONAL TOURS www.russian.com.mx RUSSIAN INTERNATIONAL TOURS EN MÉXICO Y AMÉRICA LATINA, S.A. DE C.V. Representante Oficial de la Agencia Federal de Turismo - (Rus TURISMO) y ATOR Ofrece programas en Rusia, en las Repúblicas Ex-Unión Soviética, Países Bálticos, Europa del Este y del Norte, Escandinavia, Asia Central, República Checa, Lejano Oriente (Transiberiano: Mongolia y China), cruceros por ríos, canales y lagos de Rusia, Ucrania y Mar Negro, Tierra Santa, entre otros. Londres No.251 - 2o. Pisos Col. Juárez C. P. 06600 Ciudad: Del. Cuauhtémoc , México, D.F. Ver mapa Enviar correo Tel: (55) 5208-0461/1278 Tel: (55) 5208-5752 Fax: (55) 5208-7971 
SACBE TRAVEL SOLUTIONS|http://www.sacbetravel.com.mx| SACBE TRAVEL SOLUTIONS www.sacbetravel.com.mx SACBE TRAVEL SOLUTIONS, S.A. DE C.V. Av. Cuitláhuac No.2914 - Int. 8. Col. Clavería C. P. 02080 Ciudad: Del. Azcapotzalco , México, D.F. Mapa no disponible Enviar correo Tel: (55) 5705-4500 Fax: (55) 5705-4503 
SAGUZA VOYAGES|http://www.saguza.com| SAGUZA VOYAGES www.saguza.com Hay 1 sucursales más de SAGUZA VOYAGES: Zapopan, Jalisco SAGUZA VOYAGES Razón Social: Operadora Comercial Saguza, S.A. de C.V. Ofrece programas de viaje a Canadá y Estados Unidos; Sudamérica y Asia, así como estudios de francés e inglés en el extranjero. Eje 4 Sur Av. Xola No.1603 - Local E. Col. Narvarte C. P. 03020 Ciudad: Del. Benito Juárez , México, D.F. Ver mapa Enviar correo Tel: Lada MEX 800 024-5823 Conm. 10 líneas Tel: (55) 5096-3592 
SALAZAR TOURS|undefined| SALAZAR TOURS SALAZAR TOURS Sullana No.700 Col. Lindavista C. P. 07300 Ciudad: Del. Gustavo A. Madero , México, D.F. Mapa no disponible Enviar correo Tel: (55) 5389-9705 Tel: 5586-0820 Fax: 5367-3672 
SAT M&#xC9;XICO|http://www.satmexico.com.mx| SAT MÉXICO www.satmexico.com.mx SAT MÉXICO Av. Pedro Antonio de los Santos No.13 Col. San Miguel Chapultepec C. P. 11850 Ciudad: Del. Miguel Hidalgo , México, D.F. Ver mapa Enviar correo Tel: (55) 5211-7600/7589 Fax: (55) 5211-3171 
SAT TRAVEL SERVICE|undefined| SAT TRAVEL SERVICE SAT TRAVEL SERVICE Paseo de la Reforma No.325 - Local 28 Col. Cuauhtémoc C. P. 06500 Ciudad: Del. Cuauhtémoc , México, D.F. Hotel María Isabel Sheraton. Mapa no disponible Enviar correo Tel: (55) 5514-7545 Tel: 5514-1862 Fax: 5514-7543 
SBC TRAVEL|http://www.sbctravel.com.mx| SBC TRAVEL www.sbctravel.com.mx SBC TRAVEL, S.A. DE C.V. Especialista en viajes a Medio Oriente, Oriente, Europa, Centro y Sudamérica, así como viajes en México. Romero No.70 - Int. 102 - A. Col. Américas Unidas C. P. 03610 Ciudad: Del. Benito Juárez , México, D.F. Mapa no disponible Enviar correo Tel: (55) 5545-9359 Fax: (55) 5601-2794 Res. Nacionales Tel: Lada MEX 800 837-4637 
SERVICIO EMPRESARIAL TUR&#xCD;STICO SET |undefined| SERVICIO EMPRESARIAL TURÍSTICO SET SERVICIO EMPRESARIAL TURÍSTICO SET Tepeyac No.240 Col. Industrial C. P. 07800 Ciudad: Del. Gustavo A. Madero , México, D.F. Mapa no disponible Enviar correo Tel: Lada MEX 800 161-7098 Tel: (55) 3611-9884/9885 
SERVICIO TODO M&#xC9;XICO|http://www.stmexico.com| SERVICIO TODO MÉXICO www.stmexico.com SERVICIO TODO MÉXICO Jesús Terán No.12 - Esq. Ignacio Mariscal Col. Tabacalera C. P. 06030 Ciudad: Del. Cuauhtémoc , México, D.F. En el Lobby del Hotel Ramada Reforma. Mapa no disponible Enviar correo Tel: (55) 5546-1398 Fax: (55) 5592-1753 Correo: serviciotodomexico@yahoo.com 
SERVICIO Y ASESOR&#xCD;A EN CONVENCIONES|http://www.saconvenciones.com.mx| SERVICIO Y ASESORÍA EN CONVENCIONES www.saconvenciones.com.mx SERVICIO Y ASESORÍA EN CONVENCIONES, S.A. DE C.V. Av. Paseo de la Reforma No.2626 Bis Col. Real de las Lomas Altas C. P. 11920 Ciudad: Del. Miguel Hidalgo , México, D.F. Ver mapa Enviar correo Tel: (55) 9177-1850 
SERVICIOS ESPECIALIZADOS EN ORGANIZACI&#xD3;N DE PASAJEROS|javascript:void(0);| SERVICIOS ESPECIALIZADOS EN ORGANIZACIÓN DE PASAJEROS SERVICIOS ESPECIALIZADOS EN ORGANIZACIÓN DE PASAJEROS, S.A. DE C.V. (SEOPSA) Rublos No.108 Col. Fernando Casas Alemán C. P. 07960 Ciudad: Del. Gustavo A. Madero , México, D.F. Ver mapa Enviar correo Tel: (55) 5208-8493/8299 Fax: (55) 5208-8373 
SERVICIOS TUR&#xCD;STICOS AGUILAR UGALDE|http://www.serturaguilarugalde.econsolid.com| SERVICIOS TURÍSTICOS AGUILAR UGALDE www.serturaguilarugalde.econsolid.com SERVICIOS TURÍSTICOS AGUILAR UGALDE, S.A. DE C.V. Buenavista No.13 Col. Sta. Rosa Xochiac C. P. 01830 Ciudad: Del. Álvaro Obregón , México, D.F. Mapa no disponible Enviar correo Tel: (55) 5810-7661 
SERVICIOS TUR&#xCD;STICOS ALEBRIJE|javascript:void(0);| SERVICIOS TURÍSTICOS ALEBRIJE SERVICIOS TURÍSTICOS ALEBRIJE Clavijero No.251 - Int. 5 Col. Tránsito C. P. 06820 Ciudad: Del. Cuauhtémoc , México, D.F. Ver mapa Enviar correo Tel: (55) 5740-0990 Fax: Pedir tono 
AUTOKAR|undefined| AUTOKAR SERVICIOS TURÍSTICOS AUTOKAR, S.A. DE C.V. Francisco Petrarca No.133 - Desp. 603 Col. Chapultepec Morales C. P. 11570 Ciudad: Del. Miguel Hidalgo , México, D.F. Mapa no disponible Enviar correo Tel: (55) 5254-7502/5684 Fax: (55) 5254-0924 
SETEJ M&#xC9;XICO|http://www.setej.org| SETEJ MÉXICO www.setej.org SETEJ MÉXICO, A.C. Turismo para Estudiantes y Maestros Durango No.252 - Desp. 104 Col. Roma C. P. 06700 Ciudad: Del. Cuauhtémoc , México, D.F. Ver mapa Enviar correo Tel: (55) 5211-0743/6636 
SETI CONSULTORES EN VIAJES|undefined| SETI CONSULTORES EN VIAJES SETI CONSULTORES EN VIAJES Prol. División del Norte No.4511 Col. Fracc. Prado Coapa C. P. 14357 Ciudad: Del. Tlalpan , México, D.F. Mapa no disponible Enviar correo Tel: (55) 5673-4009/4125 Tel: (55) 3603-7802 
SHEPHERD`S TOURS|undefined| SHEPHERD`S TOURS SHEPHERD`S TOURS Av. Paseo de la Reforma No.42 - 1er. Piso. Ofic. A. Col. Centro C. P. 06010 Ciudad: Del. Cuauhtémoc , México, D.F. Mapa no disponible Enviar correo Tel: (55) 5566-4531/9762 
SIANKA&apos;AN VIAJES|http://www.siankaanviajes.com.mx| SIANKA'AN VIAJES www.siankaanviajes.com.mx SIANKA'AN VIAJES, S.A. DE C.V. Atenas No.32 - Desp. 22. Col. Juárez C. P. 06600 Ciudad: Del. Cuauhtémoc , México, D.F. Ver mapa Enviar correo Tel: (55) 5705-0064/0069 Fax: (55) 5705-0894 
SIMI TRAVEL|http://www.simitravel.com.mx| SIMI TRAVEL www.simitravel.com.mx SIMI TRAVEL, S.A. DE C.V. Ofrece programas de viaje Estados Unidos, Centro y Sudamérica, Europa, Asia, entre otros. Arquímedes No.130 - Local 23. En la Plaza Arquímedes. Col. Polanco, V Secc. C. P. 11560 Ciudad: Del. Miguel Hidalgo , México, D.F. Mapa no disponible Enviar correo Tel: Lada MEX 800 841-9060 Tel: (55) 5281-1018 
SISTEMA MODERNO DE VIAJES|http://www.sitemamodernodeviajes.com| SISTEMA MODERNO DE VIAJES www.sitemamodernodeviajes.com SISTEMA MODERNO DE VIAJES, S.A. DE C.V. Operador Mayorista de Turismo Receptivo Ofrece programas, circuitos y paquetes de viajes en México. Liverpool No.143 - Desp. 202. Col. Juárez C. P. 06600 Ciudad: Del. Cuauhtémoc , México, D.F. Ver mapa Enviar correo Tel: (55) 5533-6466/6467 Tel: (55) 5533-6468 Fax: (55) 5207-9323 
SKIPPER&apos;S CLUB - CANADIAN RESORTS|http://www.skippersclub.com.mx| SKIPPER'S CLUB - CANADIAN RESORTS www.skippersclub.com.mx SKIPPER'S CLUB - CANADIAN RESORTS Río Balsas No.40 Col. Cuauhtémoc C. P. 06500 Ciudad: Del. Cuauhtémoc , México, D.F. Ver mapa Enviar correo Tel: (55) 5442-7200/0244 Fax: Pedir tono 
SOBERANI TRAVEL|http://www.soberani.com| SOBERANI TRAVEL www.soberani.com SOBERANI TRAVEL INTENACIONAL, S.A. DE C.V. Av. Miguel Ángel de Quevedo No.578 - Int. 5. Col. Barrio Santa Catarina C. P. 04010 Ciudad: Del. Coyoacán , México, D.F. Mapa no disponible Tel: (55) 5662-5661/3552 
SORIANO TRAVEL|http://www.sorianotravel.com| SORIANO TRAVEL www.sorianotravel.com SORIANO TRAVEL Mixtecas No.350 Col. Ajusco C. P. 04300 Ciudad: Del. Coyoacán , México, D.F. Mapa no disponible Enviar correo Tel: (55) 5618-0550 Fax: (55) 5610-2587 
FELGUERES TRAVEL GROUP|http://www.viajesfelgueres.com.mx| FELGUERES TRAVEL GROUP www.viajesfelgueres.com.mx SPORTRAVEL Powered by FELGUERES Lafontaine No.92 - 1er. Piso. Col. Polanco Chapultepec C. P. 11560 Ciudad: Del. Miguel Hidalgo , México, D.F. Mapa no disponible Enviar correo Tel: (55) 5004-0100 Ext. 258 
STATUS TRAVEL &amp; LIFESTYLE|http://www.statustravel.com.mx| STATUS TRAVEL & LIFESTYLE www.statustravel.com.mx STATUS TRAVEL & LIFESTYLE, S.A. DE C.V. Av. Paseo de la Reforma No.350 - 11o. Piso. Col. Juárez C. P. 06600 Ciudad: Del. Cuauhtémoc , México, D.F. Mapa no disponible Enviar correo Tel: (55) 2631-6904, 5597-9622 
STRAT TRAVEL|http://www.strattravel.com| STRAT TRAVEL www.strattravel.com STRAT TRAVEL, S.A. DE C.V. Av. Arenal No.610 - Local 9. Col. Tepepan C. P. 16020 Ciudad: Del. Xochimilco , México, D.F. Mapa no disponible Enviar correo Tel: (55) 4199-0300/0303 Tel: (55) 5641-8647/8852 
SUDAMERICANA DE TURISMO|undefined| SUDAMERICANA DE TURISMO SUDAMERICANA DE TURISMO, S.A. DE C.V. Tlaxcala No.155 - Desp. 103. Col. Hipódromo de la Condesa C. P. 06100 Ciudad: Del. Cuauhtémoc , México, D.F. Mapa no disponible Enviar correo Tel: (55) 5256-0911/0399 Fax: (55) 5256-1044 
T &amp; T TRAVEL|http://www.tradytec.com.mx| T & T TRAVEL www.tradytec.com.mx T & T TRAVEL Razón Social: TRADICIÓN Y TECNOLOGÍA EN VIAJES BEAT, S.A. DE C.V. Representa a Lufthansa Travel Center y ATG: All Star Travel Group en México. Av. Mariano Escobedo No.550 - 3er. Piso. Col. Anzures C. P. 11590 Ciudad: Del. Miguel Hidalgo , México, D.F. Mapa no disponible Enviar correo Tel: (55) 5003-9100 Fax: Pedir tono 
TAINO TOURS|http://www.tainotours.com.mx| TAINO TOURS www.tainotours.com.mx Hay 3 sucursales más de TAINO TOURS: San Pedro Garza García, Nuevo León Tijuana, Baja California Veracruz, Veracruz TAINO TOURS, S.A. DE C.V. México, D.F. - Oficina Matriz Ofrece programas especializados de viajes a Cuba. Av. Coyoacán No.1035 Col. Del Valle C. P. 03100 Ciudad: Del. Benito Juárez , México, D.F. Ver mapa Enviar correo Tel: (55) 5559-3907/3913 Tel: Lada MEX 800 800-0890 
TAIYO|javascript:void(0);| TAIYO TAIYO, TOUR OPERADOR Ofrece programas de viaje a Japón, China, Australia, Nueva Zelanda, la India y África. Pitágoras No.18 Col. Piedad Narvarte C. P. 03000 Ciudad: Del. Benito Juárez , México, D.F. Ver mapa Enviar correo Tel: (55) 5639-8322 
TAJ&#xCD;N VIAJES|http://www.tajinviajes.com| TAJÍN VIAJES www.tajinviajes.com TAJÍN VIAJES Calle 26 No.43 Col. El Rodeo C. P. 08510 Ciudad: Del. Iztacalco , México, D.F. Mapa no disponible Enviar correo Tel: (55) 5338-8939, 5568-8440 
TAM&#xC9;S OPERADORA DE VIAJES|javascript:void(0);| TAMÉS OPERADORA DE VIAJES TAMÉS OPERADORA DE VIAJES, S.A. DE C.V. Ofrece programas de Trapsatur y Paditur, a Medio Oriente, Sudamérica, Oriente y Europa. Av. Insurgente Sur No.1188 - Desp. 308. Col. Tlacoquemécatl Del Valle C. P. 03200 Ciudad: Del. Benito Juárez , México, D.F. Ver mapa Enviar correo Tel: Lada MEX 800 024-1234 Tel: (55) 5335-0404/0444 
TAYIRA TRAVEL|http://www.tayira.com.mx| TAYIRA TRAVEL www.tayira.com.mx TAYIRA TRAVEL, S.A. DE C.V. Arkansas No.11 - 3er. Piso. Col. Nápoles C. P. 03810 Ciudad: Del. Benito Juárez , México, D.F. Ver mapa Enviar correo Tel: Lada MEX 800 111-1250 Tel: (55) 5089-9900 Fax: (55) 5089-9909 
TCT INTERNATIONAL TRAVEL SERVICES|http://www.tctviajes.com| TCT INTERNATIONAL TRAVEL SERVICES www.tctviajes.com TCT INTERNATIONAL TRAVEL SERVICES Pitágoras No.583 Col. Narvarte C. P. 03020 Ciudad: Del. Benito Juárez , México, D.F. Ver mapa Enviar correo Tel: (55) 5523-7840 Tel: (55) 5687-8709/9695 Fax: (55) 5235-7312 
TECAMA VIAJES|http://www.tecama.com.mx| TECAMA VIAJES www.tecama.com.mx TECAMA VIAJES Ofrece programas de viaje con cursos de idiomas durante todo el año a diversos países del mundo, así como campamentos de verano e invierno y cursos de especialización en el extranjero. Presa Salinillas No.370 - Desp. 704. Col. Irrigación C. P. 11500 Ciudad: Del. Miguel Hidalgo , México, D.F. Mapa no disponible Enviar correo Tel: (55) 9171-6052 Res. Nacionales Tel: Lada MEX 800 062-0066 
T&#xC9;CNICOS EN ADMINISTRACI&#xD3;N TUR&#xCD;STICA|javascript:void(0);| TÉCNICOS EN ADMINISTRACIÓN TURÍSTICA TÉCNICOS EN ADMINISTRACIÓN TURÍSTICA Cantú No.9 - 7o. Piso. Desp. 706. Col. Anzures C. P. 11590 Ciudad: Del. Miguel Hidalgo , México, D.F. Ver mapa Enviar correo Tel: (55) 5254-1088 Fax: (55) 5531-0382 
TERCY TUR|javascript:void(0);| TERCY TUR TERCY TUR, S.A. DE C.V. Fuente de los Cantares No.14 Col. Fuentes del Pedregal C. P. 14140 Ciudad: Del. Tlalpan , México, D.F. Ver mapa Enviar correo Tel: (55) 5652-1058/7001 Fax: (55) 5652-5268 
